#  INDEX    X            Y            INTENSITY    ELLIPT    ANGLE
 13768   0.39466600   0.30762533           4061    0.3220      0.1
 13769   0.92493000   0.92314267         424749    0.2680    154.9
 13770   0.12082667   0.11066200           4615    0.6580      8.7
 13771   0.41765200   0.94289000         171291    0.4000     53.9
 13772   0.30164800   0.91091267         127751    0.2960    135.8
 13773   0.54852067   0.57540600          28746    0.2760     75.9
 13774   0.54552467   0.06898867          49521    0.3450     94.5
 13775   0.08106267   0.60901533          64166    0.1650      9.7
 13776   0.34989467   0.06047667         250088    0.1980    157.7
 13777   0.94319533   0.12773600           9556    0.2270    102.1
 13778   0.31931000   0.18461667         103575    0.4740     94.7
 13779   0.47006600   0.93668600          17864    0.0850     84.8
 13780   0.37489667   0.07608267         153212    0.0600    177.4
 13781   0.26308200   0.65737067         126721    0.1170    104.9
 13782   0.05300000   0.58981933          44831    0.7030      0.0
 13783   0.29566200   0.11279200           8924    0.4050     15.1
 13784   0.97598267   0.99130400         386267    0.3760    137.8
 13785   0.85068933   0.28153000          34977    0.1630     73.9
 13786   0.70784133   0.74448267         142331    0.1230    135.2
 13787   0.50130133   0.14765800           4327    0.3310      1.0
 13788   0.24626667   0.11805133         265159    0.1610    154.9
 13789   0.29480200   0.77738000          22673    0.5380    129.6
 13790   0.75041200   0.13291467           5617    0.2130    136.4
 13791   0.94640400   0.83011133          25779    0.2940     54.3
 13792   0.41638133   0.27669667          15328    0.1670    141.8
 13793   0.71553200   0.49432133          17248    0.2010     29.6
 13794   0.55555200   0.43525800          19684    0.1540     73.3
 13795   0.63427667   0.11803267          18896    0.3250     93.5
 13796   0.30615667   0.08517733         166382    0.0660    165.9
 13797   0.79573000   0.06480400         227014    0.1100    119.5
 13798   0.49813000   0.54543267          39438    0.0650    140.4
 13799   0.09380133   0.05174733          13916    0.5770    112.8
 13800   0.38379400   0.02113933          39146    0.7520    173.8
 13801   0.78609400   0.39116600          67984    0.4360    130.1
 13802   0.08141667   0.29435000          67919    0.0930    146.1
 13803   0.51139600   0.74141000          11000    0.4820     11.9
 13804   0.26764600   0.23504933          12523    0.3420    125.0
 13805   0.78005067   0.62977600         102361    0.1730    125.0
 13806   0.07987800   0.13848400          11404    0.1330    114.3
 13807   0.48756533   0.65480400          74873    0.5120     88.2
 13808   0.30943600   0.28049667          11584    0.1260     67.9
 13809   0.26835667   0.02962733         101310    0.2530     74.3
 13810   0.77553267   0.99557667          44339    0.0230     41.7
 13811   0.87506333   0.40084133           8556    0.2340     13.3
 13812   0.51615800   0.65208867          16784    0.3470     30.0
 13813   0.72680200   0.12902933          37696    0.2700    135.0
 13814   0.37671067   0.27287000           9896    0.1140     73.4
 13815   0.11207133   0.29963867          13157    0.5880    162.7
 13816   0.52157200   0.66014933          65982    0.0930     96.9
 13817   0.70992467   0.70182933         216108    0.1200     94.7
 13818   0.10780467   0.90944133         278146    0.1010    133.9
 13819   0.43662667   0.58004800          34643    0.6240      8.0
 13820   0.97171867   0.87754067          14640    0.3790    171.6
 13821   0.93966400   0.04122600          67098    0.4320     84.1
 13822   0.53311333   0.13532667         282700    0.4200    168.9
 13823   0.78204067   0.24747067          70706    0.0690    104.0
 13824   0.52170733   0.75999400         111256    0.1710    157.9
 13825   0.00437667   0.11427333          80990    0.0760     74.8
 13826   0.23719200   0.11112800          56402    0.4260    134.8
 13827   0.18901533   0.31224333          18114    0.1610      6.0
 13828   0.93257333   0.68908267          89879    0.8060     98.2
 13829   0.40557800   0.14614133          13850    0.7040    121.0
 13830   0.25867000   0.69445467         346374    0.0610     36.3
 13831   0.57000067   0.92221400          57991    0.1830    156.8
 13832   0.68040733   0.54657400          33831    0.1660    170.5
 13833   0.98752933   0.23824667          89214    0.1060     58.3
 13834   0.02491800   0.58436867         103509    0.1800    154.7
 13835   0.19844600   0.91431400           7179    0.1650     91.7
 13836   0.11328600   0.25273933         151863    0.7550     90.6
 13837   0.30498200   0.48313200          77129    0.1560      4.2
 13838   0.36026467   0.00198267         231920    0.4980     92.7
 13839   0.92266667   0.34165867           3545    0.3310      0.0
 13840   0.07823733   0.76921533          34406    0.5040     35.2
 13841   0.98851200   0.60367400          40286    0.1870     41.1
 13842   0.32482600   0.65970733           8483    0.3990    104.2
 13843   0.30607533   0.16652600          58406    0.4120    129.9
 13844   0.08695000   0.10831400          40361    0.1130    175.8
 13845   0.72562400   0.48945600           7378    0.4720    126.4
 13846   0.50359267   0.17796800          78201    0.1370    149.8
 13847   0.49428933   0.06774067          98948    0.0250     68.6
 13848   0.15182600   0.51892867         127783    0.0850    104.9
 13849   0.19410733   0.18056600          45268    0.1620     39.4
 13850   0.20388267   0.59091467           9586    0.2260     76.6
 13851   0.57919800   0.04397733           4178    0.4450    179.3
 13852   0.97629467   0.60991333          43024    0.4020     79.3
 13853   0.15742000   0.57646800          39849    0.0210    111.7
 13854   0.10188600   0.12308933         184055    0.0280    129.5
 13855   0.33427800   0.70781933         255435    0.2030     82.1
 13856   0.02043467   0.93052533          27826    0.1780      6.8
 13857   0.97106267   0.51755600           5278    0.1820    131.9
 13858   0.49160467   0.33830000          77460    0.2270    144.8
 13859   0.61680000   0.74009400          36426    0.3020     33.9
 13860   0.32973733   0.70415933          36016    0.2050    100.6
 13861   0.48948533   0.39386867         115694    0.1050    110.1
 13862   0.25797000   0.34478667          39437    0.3350     64.3
 13863   0.21400133   0.54233133           3605    0.3310    179.1
 13864   0.13925533   0.05034733         414432    0.0780    137.6
 13865   0.56818200   0.50800467          41705    0.1700    134.1
 13866   0.37264600   0.27996467          20166    0.0830     12.8
 13867   0.06352600   0.14769067          46290    0.0650     25.7
 13868   0.30399133   0.81603000           5563    0.4890     89.5
 13869   0.37906467   0.25946133          44149    0.1340      2.0
 13870   0.90158467   0.17413467          43628    0.1940    110.3
 13871   0.71646467   0.41557000          86757    0.1430     93.2
 13872   0.05958733   0.38893267         165969    0.0530     21.5
 13873   0.02275267   0.61648333           7217    0.3420    136.3
 13874   0.05913667   0.74620867         121256    0.1740     50.5
 13875   0.75576667   0.10556533          75168    0.3810     24.4
 13876   0.78025333   0.93758400           7236    0.2610    100.9
 13877   0.10766867   0.14852467          59549    0.1260     45.4
 13878   0.30999667   0.18435600           5671    0.1290     91.8
 13879   0.94785133   0.49407400         290220    0.1790     67.5
 13880   0.48845800   0.11220533          21921    0.2870     47.0
 13881   0.62824467   0.38522600         454015    0.1340    178.4
 13882   0.22949267   0.34834867          15841    0.1790     35.7
 13883   0.54056933   0.16552867           9294    0.6620     57.6
 13884   0.26717000   0.20557800         243989    0.0340    154.6
 13885   0.87639333   0.17861600         388983    0.0340     31.1
 13886   0.97955200   0.62504467         155071    0.1090    158.8
 13887   0.34384333   0.64821067          27337    0.5260     25.6
 13888   0.30848667   0.59923400          50863    0.3010    100.2
 13889   0.43548333   0.84658600         165501    0.1180     76.9
 13890   0.16843133   0.37474600         172280    0.0860    121.7
 13891   0.63108733   0.77330533         146982    0.1870    130.0
 13892   0.94028867   0.79203800         261032    0.0540    172.0
 13893   0.65572600   0.44849333          81023    0.0980     24.3
 13894   0.99838133   0.62533733          65258    0.3700      3.4
 13895   0.91112000   0.79786667         182450    0.2940     18.2
 13896   0.73837733   0.83398600          37747    0.2350     31.0
 13897   0.78916333   0.50365800           8338    0.1300     88.5
 13898   0.47426800   0.15323000           6939    0.2820     13.9
 13899   0.59356200   0.07457000          16867    0.2770     88.1
 13900   0.28905333   0.10575533         188085    0.1110     85.6
 13901   0.49432733   0.43256667          20028    0.1780     53.6
 13902   0.80187667   0.15327200           4741    0.4610     81.7
 13903   0.62429667   0.84164533         103276    0.1530    169.0
 13904   0.57325533   0.41326867          14555    0.0300    109.6
 13905   0.27147667   0.07302400         166919    0.1960    176.0
 13906   0.37069667   0.29559067          99570    0.1310    162.4
 13907   0.41487733   0.51748200          16225    0.3570    153.7
 13908   0.53047400   0.28428400          73547    0.4270    161.5
 13909   0.35533400   0.56088000         183192    0.1200      4.9
 13910   0.33563333   0.41068000         211274    0.2650    176.5
 13911   0.93800133   0.41089333          85684    0.0940    164.9
 13912   0.41992267   0.16580933          11161    0.4580    176.4
 13913   0.53800533   0.26329000         475958    0.3980     79.4
 13914   0.71605933   0.96582000          48104    0.1800    148.8
 13915   0.54937267   0.45953867           5456    0.4650      8.1
 13916   0.61848933   0.08455867         175905    0.1760    148.5
 13917   0.28665667   0.77967533           4031    0.3300    178.9
 13918   0.79020333   0.62708467          84905    0.1280    150.3
 13919   0.33372267   0.56996400          24786    0.7790    179.1
 13920   0.41461800   0.00801667          26348    0.4410     93.9
 13921   0.09850733   0.59453867         380207    0.1790    122.5
 13922   0.32280267   0.97958600          98107    0.0480     39.3
 13923   0.04894000   0.27974467         151853    0.4440    146.5
 13924   0.10473933   0.20452533          70455    0.1340    179.7
 13925   0.51430467   0.68024600          57087    0.2020     42.4
 13926   0.14867600   0.28632533           3832    0.3240      0.6
 13927   0.96412000   0.00647600          98749    0.1470    155.6
 13928   0.07363867   0.44712133           8810    0.3950     19.8
 13929   0.36517733   0.25632533         255224    0.4230    129.2
 13930   0.11753867   0.73043533           3945    0.2120     50.3
 13931   0.40007000   0.74990400          88633    0.4610     25.0
 13932   0.41805267   0.22673933          83795    0.0990    171.5
 13933   0.52660600   0.62280733          12721    0.1980     43.7
 13934   0.60882267   0.73731200          57966    0.1420      8.8
 13935   0.73041800   0.87298133          18635    0.2680    179.0
 13936   0.82074067   0.10562733          13900    0.2470    133.9
 13937   0.62987133   0.55564200           4651    0.0830      3.5
 13938   0.10753200   0.19158667         494450    0.0280    153.8
 13939   0.98172467   0.82118667          60124    0.1520    133.1
 13940   0.91671600   0.51383067          15729    0.1630    144.5
 13941   0.34148200   0.28264933          35069    0.1090     17.8
